"=""Статистика недоступности электронных сервисов""";

"=""Выберите узел СМЭВ""";"=""00 Федеральный уровень""";
"=""Выберите поставщика сервиса""";"=""""";
"=""Выберите информационные системы""";"=""""";
"=""Выберите сервисы""";"=""""";
"=""Выберите период формирования отчета с""";"=""07.02.2014""";
"=""по""";"=""13.02.2014""";
"=""Время генерации отчета""";"=""14.07.2014 12:31:56""";

"=""Сводные показатели""";

"=""Ведомство""";"=""Сервис""";"=""Кол-во отключений сервиса за период""";"=""Общее время недоступности за период""";"=""Самый продолжительный интервал недоступности""";"=""Среднее время недоступности""";"=""Общее время недоступности, без учета кратковременных прерываний""";
"=""Минобрнауки России""";"=""(00-SID0003735) - Сервис приёма обращений граждан в Министерство образования и науки РФ в электронном виде""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минобрнауки России""";"=""(00-SID0003765) - Сервис подтверждения о целевом назначении ввозимых материалов.""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минпромторг России""";"(00-SID0003411) - Электронный сервис предоставления сведений, выписок, писем, подтверждений, заключений, лицензий и иных документов, относящихся к сфере деятельности Минпромторга РФ по запросам ФОИВ. Разработан согласно Методическим Рекомендациям версии 2.5.5.";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минпромторг России""";"=""(00-SID0003442) - Электронный сервис приёма заявок с ЕПГУ для Минпромторга РФ""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минпромторг России""";"=""(00-SID0003516) - Сервис по приему и обработке статусов электронных заявлений с ЕПГУ в информационной системе Минпромторга России""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минпромторг России""";"=""(00-SID0003690) - Сервис предоставления данных о лицензиях на ввоз/вывоз товара с территории Таможенного союза""";"=""151""";"=""02:53:59""";"=""00:03:36""";"=""00:01:09""";"=""00:00:00""";
"=""Минрегион""";"=""(00-SID0003605) - Сервис Министерства Регионального развития РФ для приема заявления « Прием обращений граждан в Министерство Регионального развития РФ в электронном виде»""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Минрегион""";"(00-SID0003606) - Сервис Министерства Регионального развития РФ для приема заявления « Получение разрешений на строительство объектов капитального строительства, указанных в пункте 4 части 5 и пункте 1 части 6 статьи 51 Градостроительного кодекса Российской Федерации (за исключением объектов капитального строительства, в отношении которых выдача разрешений на строительство возложена на иные федеральные органы исполнительной власти)»";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Минрегион""";"(00-SID0003680) - Создание интерактивной формы заявления на получение разрешений на ввод в эксплуатацию объектов капитального строительства, указанных в пункте 4 части 5 и пункте 1 части 6 статьи 51 Градостроительного кодекса Российской Федерации, за исключением объектов капитального строительства, в отношении которых выдача разрешений на ввод объекта в эксплуатацию возложены на иные федеральные органы исполнительной власти";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Минрегион""";"(00-SID0003685) - Сервис для приёма заявлений с ЕПГУ. «Подтверждение пригодности для применения в строительстве новой продукции, требования к которой не регламентированы действующими нормативными документами полностью или частично и от которой зависит безопасность и надежность зданий и сооружений».";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Минрегион""";"=""(00-SID0003717) - Электронный сервис «Сервис предоставления информации о ранее выданных разрешениях на строительство объектов капитального строительства»""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Минрегион""";"=""(00-SID0003718) - Электронный сервис «Сервис предоставления информации о ранее выданных разрешениях на ввод в эксплуатацию объектов капитального строительства»""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Минсельхоз России""";"=""(00-SID0003207) - Сервис выдачи заключения Минсельхоза России, прилагаемого к заявке на государственную регистрацию наименования места происхождения товара""";"=""17""";"=""02:42:28""";"=""01:26:40""";"=""00:09:33""";"=""02:19:12""";
"=""Минсельхоз России""";"=""(00-SID0003208) - Сервис выдачи заключения Минсельхоза России, прилагаемого к заявке на предоставление исключительного права пользования ранее зарегистрированного наименования места происхождения товара""";"=""14""";"=""02:37:29""";"=""01:30:29""";"=""00:11:14""";"=""02:22:55""";
"=""Минсельхоз России""";"=""(00-SID0003209) - Сервис выдачи заключения Минсельхоза России о продлении пользования наименованием места происхождения товара""";"=""12""";"=""02:36:01""";"=""01:33:50""";"=""00:13:00""";"=""02:29:24""";
"=""Минсельхоз России""";"=""(00-SID0003210) - Сервис запроса свидетельства о государственной регистрации пестицида или агрохимиката""";"=""13""";"=""02:36:44""";"=""01:30:59""";"=""00:12:03""";"=""02:25:12""";
"=""Минсельхоз России""";"=""(00-SID0003211) - Сервис запроса свидетельства о государственной регистрации пестицида или агрохимиката при изменении регистранта, преобразования и/или изменения наименования регистранта""";"=""16""";"=""02:36:57""";"=""01:30:15""";"=""00:09:48""";"=""02:22:00""";
"=""Минсельхоз России""";"(00-SID0003313) - Сервис ""Ведение государственного реестра саморегулируемых организаций ревизионных союзов сельскохозяйственных кооперативов""";"=""16""";"=""02:41:58""";"=""01:35:43""";"=""00:10:07""";"=""02:28:33""";
"=""Минсельхоз России""";"(00-SID0003336) - ""Государственная регистрация племенных стад и ведение государственного племенного регистра""";"=""8""";"=""02:21:30""";"=""01:24:01""";"=""00:17:41""";"=""02:16:53""";
"=""Минсельхоз России""";"(00-SID0003337) - Сервис ""Организация проведения регистрационных испытаний, проведение экспертизы регламентов применения пестицидов и агрохимикатов, проведение экспертизы результатов регистрационных испытаний пестицидов и агрохимикатов, государственная регистрация пестицидов и агрохимикатов, ведение государственного каталога пестицидов и агрохимикатов""";"=""10""";"=""02:24:35""";"=""01:25:49""";"=""00:14:27""";"=""02:17:41""";
"=""Минсельхоз России""";"(00-SID0003339) - Сервис ""Ведение реестра в области  плодородия земель сельскохозяйственного назначения""";"=""10""";"=""02:27:57""";"=""01:27:06""";"=""00:14:47""";"=""02:18:44""";
"=""Минсельхоз России""";"(00-SID0003340) - Сервис ""Ведение реестра в области семеноводства""";"=""8""";"=""02:22:28""";"=""01:25:01""";"=""00:17:48""";"=""02:16:44""";
"=""Минсельхоз России""";"(00-SID0003341) - Сервис ""Паспортизация мелиоративных систем и отнесенных к государственной собственности отдельно расположенных гидротехнических сооружений""";"=""9""";"=""02:25:19""";"=""01:28:38""";"=""00:16:08""";"=""02:21:31""";
"=""Минсельхоз России""";"(00-SID0003342) - Сервис ""Ведение учета мелиорированных земель""";"=""7""";"=""02:27:18""";"=""01:28:03""";"=""00:21:02""";"=""02:21:04""";
"=""Минсельхоз России""";"(00-SID0003343) - Сервис ""Выдача заключения, прилагаемого к заявке на государственную регистрацию наименования места происхождения товара и на предоставление исключительного права на такое наименование, а также к заявке на предоставление исключительного права на ранее зарегистрированное наименование места происхождения товара, о том, что в границах находящегося на территории Российской Федерации географического объекта, наименование которого заявляется в качестве наименования места происхождения товара, заявитель производит товар, особые свойства которого определяются характерными для данного географического объекта природными условиями и (или) людскими факторами""";"=""6""";"=""02:22:41""";"=""01:27:37""";"=""00:23:46""";"=""02:20:22""";
"=""Минсельхоз России""";"(00-SID0003344) - Осуществление юридически значимых действий по государственной регистрации селекционных достижений, включая прием и экспертизу заявок на выдачу патентов, удостоверяющих исключительное право их обладателей на селекционные достижения, иных действий, связанных с правовой охраной селекционных достижений, а также по публикации сведений о селекционных достижениях в официальном бюллетене";"=""6""";"=""02:19:23""";"=""01:24:01""";"=""00:23:13""";"=""02:17:48""";
"=""Минсельхоз России""";"(00-SID0003345) - Осуществление приема граждан, обеспечение своевременного и в полном объеме рассмотрения устных и письменных обращений граждан, принятие по ним решений и направление заявителям ответов в установленный законодательством Российской Федерации срок";"=""3""";"=""02:16:37""";"=""01:27:02""";"=""00:45:32""";"=""02:16:37""";
"=""Минсельхоз России""";"(00-SID0003346) - Сервис ""Рассмотрение  и разрешение споров, связанных с защитой интеллектуальных прав в отношениях, связанных с подачей и рассмотрением заявок на выдачу патентов и государственной регистрацией селекционных достижений, с выдачей соответствующих правоустанавливающих документов, с оспариванием предоставления правовой охраны на селекционные достижения или ее прекращением""";"=""4""";"=""02:16:51""";"=""01:24:24""";"=""00:34:12""";"=""02:16:35""";
"=""Минсельхоз России""";"(00-SID0003347) - Сервис ""Ведение государственного племенного регистра""";"=""4""";"=""02:19:15""";"=""01:26:13""";"=""00:34:48""";"=""02:18:53""";
"=""Минсельхоз России""";"(00-SID0003348) - Сервис ""Определение видов организаций, осуществляющих деятельность в области племенного животноводства""";"=""9""";"=""02:24:55""";"=""01:29:47""";"=""00:16:06""";"=""02:21:12""";
"=""Минсельхоз России""";"(00-SID0003736) - Сервис ""Сведения о выполнении мероприятий, способствующих экономии затрат на подачу воды для орошения""";"=""7""";"=""02:20:59""";"=""01:24:01""";"=""00:20:08""";"=""02:18:35""";
"=""Минсельхоз России""";"(00-SID0003737) - Сервис ""Сведения о подаче воды электрофицированной насосной станцией""";"=""9""";"=""02:22:06""";"=""01:25:40""";"=""00:15:47""";"=""02:14:45""";
"=""Минсельхоз России""";"(00-SID0003751) - Сервис ""Сведения о выполнении мероприятий, способствующих экономии затрат на подачу воды для орошения""";"=""8""";"=""02:23:07""";"=""01:26:31""";"=""00:17:53""";"=""02:18:01""";
"=""Минсельхоз России""";"=""(00-SID0003881) - Определение видов организаций, осуществляющих деятельность в области племенного животноводства""";"=""7""";"=""02:58:32""";"=""01:29:45""";"=""00:25:30""";"=""02:48:36""";
"=""Минтранс""";"=""(00-SID0003636) - Сервис предоставления сведений, находящихся в компетенции министерства транспорта Российской Федерации""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Минтранс""";"=""(00-SID0003637) - Сервис для приема заявок с Единого портала государственных услуг""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Минфин России""";"=""(00-SID0003248) - Предоставление сведений, содержащихся в государственном реестре саморегулируемых организаций аудиторов""";"=""1""";"=""00:01:14""";"=""00:01:14""";"=""00:01:14""";"=""00:00:00""";
"=""Минфин России""";"=""(00-SID0003811) - Сведения о документах  государственного контроля драгоценных металлов, драгоценных камней и сырьевых товаров (содержащих драгоценные металлы) при их ввозе не территорию таможенного союза и вывозе за его пределы""";"=""1""";"=""00:09:04""";"=""00:05:01""";"=""00:09:04""";"=""00:05:01""";
"=""Минэкономразвития""";"=""(00-SID0003353) - Сервис по приему заявлений на выкуп земельных участков в особой экономической зоне арендаторами земельных участков – собственниками созданных ими объектов недвижимости""";"=""11""";"=""00:15:04""";"=""00:03:57""";"=""00:01:22""";"=""00:00:00""";
"=""Минэкономразвития""";"(00-SID0003354) - Сервис по приему заявлений на заключение соглашения об осуществлении промышленно-производственной, технико-внедренческой, туристско-рекреационной деятельности или деятельности в портовой особой экономической зоне и регистрация лица в качестве резидента особой экономической зоны, внесение изменений в условия такого соглашения, расторжение такого соглашения, выдача дубликата свидетельства, удостоверяющего регистрацию лица в качестве резидента особой экономической зоны";"=""12""";"=""00:15:33""";"=""00:03:42""";"=""00:01:17""";"=""00:00:00""";
"=""Минэкономразвития""";"=""(00-SID0003721) - Электронный сервис передачи сведений об опубликованных на сайте Росимущества извещениях по приватизации и продаже федерального имущества""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минэкономразвития""";"=""(00-SID0003829) - Сервис по приему заявлений на получение выписки из реестра резидентов особой экономической зоны""";"=""6""";"=""00:34:59""";"=""00:05:01""";"=""00:05:49""";"=""00:05:01""";
"=""Минэнерго России""";"=""(00-SID0003293) - Выдача выписок из приказов Минэнерго России и писем, подтверждающих факт добычи нефти с определенными физико-химическими характеристиками с определенных месторождений""";"=""1""";"=""167:59:59""";"=""129:16:27""";"=""167:59:59""";"=""167:59:59""";
"=""Минэнерго России""";"=""(00-SID0003294) - Выдача выписок из приказов об утверждении нормативов удельных расходов топлива, об утверждении нормативов создания запасов топлива""";"=""2""";"=""00:03:36""";"=""00:01:58""";"=""00:01:48""";"=""00:00:00""";
"=""Минэнерго России""";"(00-SID0003643) - Предоставление Министерством энергетики Российской Федерации государственных услуг с использованием федеральной государственной информационной системы ""Единый портал государственных и муниципальных услуг (функций)""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"=""(00-SID0003020) - Предоставление инф. об НКО""";"=""1""";"=""00:00:23""";"=""00:00:23""";"=""00:00:23""";"=""00:00:00""";
"=""Минюст""";"(00-SID0003042) - Предоставление в установленном порядке информации физическим и юридическим лицам о зарегистрированных некоммерческих организациях, филиалах и представительствах иностранных некоммерческих неправительственных организаций. Оффлайн-вариант услуги";"=""1""";"=""00:00:26""";"=""00:00:26""";"=""00:00:26""";"=""00:00:00""";
"=""Минюст""";"=""(00-SID0003360) - Прием заявлений о выдаче выписки из реестра государственных нотариальных контор и контор нотариусов, занимающихся частной практикой""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"=""(00-SID0003361) - Прием заявлений о выдаче выписки из реестра адвокатов иностранных государств, осуществляющих адвокатскую деятельность на территории Российской Федерации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"=""(00-SID0003673) - Выдача лицензии на право нотариальной деятельности""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"=""(00-SID0003701) - Прием заявлений для внесения сведений об адвокате в реестр адвокатов иностранных государств, осуществляющих адвокатскую деятельность на территории Российской Федерации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"(00-SID0003703) - Прием заявлений по регистрационным действиям в отношении некоммерческих организаций, общественных объединений, филиалов и представительств международных организаций, иностранных некоммерческих неправительственных организаций, казачьих обществ";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"(00-SID0003704) - Прием заявлений на аккредитацию юридических и физических лиц, изъявивших желание получить аккредитацию на проведение в качестве независимых экспертов антикоррупционной экспертизы нормативных правовых актов и проектов нормативных правовых актов";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"(00-SID0003707) - Сервис обеспечения своевременного и в полном объеме рассмотрения их устных и письменных обращений в Министерство юстиции Российской Федерации с уведомлением граждан о принятии решения в установленный законодательством Российской Федерации срок";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"=""(00-SID0003732) - Сервис предоставления сведений о полномочиях нотариуса""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минюст""";"=""(00-SID0003739) - Сервис предоставления сведений о статусе адвоката""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0000010) - Новый шлюз в СМЭВ""";"=""1""";"=""00:08:00""";"=""00:04:00""";"=""00:08:00""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0000014) - TESTprod291113""";"=""1""";"=""00:08:01""";"=""00:04:01""";"=""00:08:01""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0003093) - MsgExampleResult""";"=""0""";"=""00:04:00""";"=""00:04:00""";"=""00:00:00""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0003363) - Продуктивный сервис СИСП клиента расчетного банка PayBankClient - Ростелеком""";"=""8""";"=""00:16:09""";"=""00:03:44""";"=""00:02:01""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0003407) - Многофункциональный сервис Единой системы нормативно-справочной информации""";"=""4""";"=""01:23:44""";"=""00:52:06""";"=""00:20:56""";"=""01:18:27""";
"=""ОАО Ростелеком""";"=""(00-SID0003492) - Продуктивный сервис СИСП клиента расчетного банка PayBankClient - Ростелеком""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0003532) - 2.5.5 MsgExample""";"=""1""";"=""00:08:00""";"=""00:04:00""";"=""00:08:00""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0003544) - Продуктивный сервис СИСП клиента поставщика платежного сервиса PaySystemClient - Ростелеком""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0003545) - Продуктивный сервис СИСП клиента расчетного банка PayBankClient МР2.4.4 - Ростелеком""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0003556) - GetStatusService""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ОАО Ростелеком""";"=""(00-SID0003573) - СКУФ""";"=""3""";"=""00:17:44""";"=""00:15:52""";"=""00:05:54""";"=""00:15:52""";
"=""ООО Газкардсервис""";"=""(00-SID0003517) - Промышленный сервис расчетного банка PayBankService - Газпромбанк""";"=""2""";"=""00:04:11""";"=""00:02:24""";"=""00:02:05""";"=""00:00:00""";
"ООО КБ ""Центрально-Европейский Банк"" г. МОСКВА";"=""(00-SID0003549) - Тестовый сервис расчетного банка A3""";"=""2""";"=""00:28:58""";"=""00:22:58""";"=""00:14:29""";"=""00:28:58""";
"=""ПФР""";"=""(00-SID0003048) - ПФР Услуги № 30,32""";"=""10""";"=""00:47:35""";"=""00:30:01""";"=""00:04:45""";"=""00:30:01""";
"=""ПФР""";"=""(00-SID0003201) - Запрос на получение данных лицевого счета застрахованного лица по страховому номеру индивидуального лицевого счета""";"=""8""";"=""00:35:07""";"=""00:20:28""";"=""00:04:23""";"=""00:27:41""";
"=""ПФР""";"=""(00-SID0003240) - Запрос на получение данных о факте сдачи отчетности в ПФР""";"=""11""";"=""00:38:28""";"=""00:26:39""";"=""00:03:29""";"=""00:26:39""";
"=""ПФР""";"=""(00-SID0003264) - Запрос на получение страхового номера застрахованного лица""";"=""7""";"=""00:40:01""";"=""00:21:41""";"=""00:05:43""";"=""00:30:16""";
"=""ПФР""";"=""(00-SID0003267) - Запрос на получение сведений о заработной плате, иных выплатах и вознаграждениях застрахованного лица""";"=""3""";"=""00:35:02""";"=""00:31:18""";"=""00:11:40""";"=""00:31:18""";
"=""ПФР""";"=""(00-SID0003277) - Запрос сведений о размере пенсии застрахованного лица""";"=""2""";"=""00:28:24""";"=""00:20:50""";"=""00:14:12""";"=""00:28:24""";
"=""ПФР""";"=""(00-SID0003312) - Запрос на получение страхового номера застрахованного лица""";"=""1""";"=""00:30:00""";"=""00:30:00""";"=""00:30:00""";"=""00:30:00""";
"=""ПФР""";"=""(00-SID0003607) - Сервис предоставления сведений о размере социальных выплат застрахованного лица из бюджетов всех уровней""";"=""2""";"=""00:28:42""";"=""00:24:01""";"=""00:14:21""";"=""00:24:01""";
"=""ПФР""";"=""(00-SID0003608) - Сервис передачи сведений  о страховом стаже застрахованного лица""";"=""2""";"=""00:26:46""";"=""00:24:00""";"=""00:13:23""";"=""00:24:00""";
"=""ПФР""";"=""(00-SID0003609) - Сервис передачи сведений  о отсутствии/наличии задолженности по страховым взносам и иным платежам""";"=""2""";"=""00:30:03""";"=""00:24:02""";"=""00:15:01""";"=""00:30:03""";
"=""ПФР""";"=""(00-SID0003610) - Сервис передачи сведений о продолжительности периодов работы в районах Крайнего Севера""";"=""2""";"=""00:29:56""";"=""00:26:42""";"=""00:14:58""";"=""00:26:42""";
"=""ПФР""";"=""(00-SID0003619) - Запрос на получение страхового номера застрахованного лица""";"=""3""";"=""00:29:14""";"=""00:27:00""";"=""00:09:44""";"=""00:27:00""";
"=""ПФР""";"=""(00-SID0003621) - Запрос на получение данных о факте сдачи отчетности в ПФР""";"=""2""";"=""00:32:21""";"=""00:30:07""";"=""00:16:10""";"=""00:30:07""";
"=""ПФР""";"=""(00-SID0003622) - Запрос на получение сведений о заработной плате, иных выплатах и вознаграждениях застрахованного лица""";"=""3""";"=""00:32:26""";"=""00:24:00""";"=""00:10:48""";"=""00:30:00""";
"=""ПФР""";"=""(00-SID0003623) - Запрос на получение данных лицевого счета застрахованного лица по страховому номеру индивидуального лицевого счета""";"=""2""";"=""00:29:52""";"=""00:26:56""";"=""00:14:56""";"=""00:26:56""";
"=""ПФР""";"=""(00-SID0003640) - Сервис по предоставлению сведений о соответствии СНИЛС фамильно-именной группе""";"=""1""";"=""00:25:43""";"=""00:25:43""";"=""00:25:43""";"=""00:25:43""";
"=""ПФР""";"=""(00-SID0003814) - Сервис предоставления страхового номера индивидуального лицевого счета (СНИЛС) по данным лицевого счета застрахованного лица""";"=""7""";"=""01:07:40""";"=""00:34:18""";"=""00:09:40""";"=""00:34:18""";
"=""ПФР""";"=""(00-SID0003815) - Сервис получения данных лицевого счета по представленному страховому номеру индивидуального лицевого счета (СНИЛС) в системе обязательного пенсионного страхования""";"=""7""";"=""01:03:02""";"=""00:29:44""";"=""00:09:00""";"=""00:29:44""";
"=""ПФР""";"=""(00-SID0003817) - Приём заявлений с Единого портала государственных услуг""";"=""5""";"=""00:53:51""";"=""00:30:05""";"=""00:10:46""";"=""00:30:05""";
"=""ПФР""";"=""(00-SID0003818) - Сервис передачи сведений о заработной плате или доходе, на которые начислены страховые взносы""";"=""8""";"=""01:07:46""";"=""00:29:43""";"=""00:08:28""";"=""00:29:43""";
"=""ПФР""";"=""(00-SID0003822) - Сервис по предоставлению сведений о соответствии фамильно-именной группы, даты рождения, пола и СНИЛС""";"=""9""";"=""01:12:36""";"=""00:29:43""";"=""00:08:04""";"=""00:29:43""";
"=""ПФР""";"=""(00-SID0003871) - Сервис формирования ответа по запросам граждан на «Информирование о предоставлении государственной социальной помощи в виде набора социальных услуг»""";"=""5""";"=""00:53:27""";"=""00:29:43""";"=""00:10:41""";"=""00:29:43""";
"=""РОСНЕДРА""";"=""(00-SID0003218) - Сервис оказания услуги на получение разрешения на строительство объектов, строительство, реконструкция или капитальный ремонт которых связаны с пользованием недрами""";"=""3""";"=""00:03:33""";"=""00:01:35""";"=""00:01:11""";"=""00:00:00""";
"=""РОСНЕДРА""";"(00-SID0003356) - Сервис оказания услуг по недропользованию (получение и выдача разрешений, получение и внесение сведений в Государственный кадастр (баланс), получение лицензии (переоформление) на пользование недрами, рассмотрение и согласование проектной и технической документации на разработку месторождений полезных ископаемых, определение нормативов содержания полезных ископаемых)";"=""2""";"=""00:02:48""";"=""00:01:30""";"=""00:01:24""";"=""00:00:00""";
"=""РОСНЕДРА""";"=""(00-SID0003382) - Сервис оказания услуги на получение заключения об отсутствии полезных ископаемых на запрашиваемом участке недр""";"=""2""";"=""00:02:12""";"=""00:01:22""";"=""00:01:06""";"=""00:00:00""";
"=""РОСНЕДРА""";"=""(00-SID0003561) - Сервис оказания услуги на получение сведений из реестра лицензий на пользование недрами и нормативов технологических потерь""";"=""3""";"=""00:02:50""";"=""00:02:25""";"=""00:00:56""";"=""00:00:00""";
"=""Региональный центр управления государственными и муниципальными информационными системами и ресурсами Самарской области»""";"=""(00-SID0003708) - Сведения о неполучении ежемесячного пособия по уходу за ребенком в органах социальной защиты населения  г.о. Тольятти (Самарская область)""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росавиация""";"(00-SID0003617) - Сервис ""Организация приёма граждан, обеспечение своевременного и полного рассмотрения устных и письменных обращений граждан, принятие по ним решений и направление заявителям ответов в установленный законодательством Российской Федерации срок""";"=""2""";"=""00:01:28""";"=""00:01:11""";"=""00:00:44""";"=""00:00:00""";
"=""Росавиация""";"=""(00-SID0003642) - Сервис Федерального агентство воздушного транспорта по предоставлению сведений из лицензий и сертификатов""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Росавиация""";"(00-SID0003656) - Сервис Организация приёма граждан, обеспечение своевременного и полного рассмотрения устных и письменных обращений граждан, принятие по ним решений и направление заявителям ответов в установленный законодательством Российской Федерации срок";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Росаккредитация""";"=""(00-SID0003581) - Сервис концентратор по предоставлению сведений из реестров Федеральной службы по аккредитации""";"=""193""";"=""08:08:09""";"=""00:18:00""";"=""00:02:31""";"=""03:12:06""";
"=""Росалкогольрегулирование""";"=""(00-SID0003019) - Лицензирование про-ва и оборота""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росалкогольрегулирование""";"(00-SID0003543) - Электронный сервис предоставляющий сведения из государственного сводного реестра выданных, приостановленных и аннулированных лицензий на производство и оборот этилового спирта, алкогольной и спиртосодержащей продукции, о лицензиях на производство, хранение и поставки произведенных вин, спиртных напитков (коньяков).";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Росалкогольрегулирование""";"(00-SID0003557) - Электронный сервис, предоставляющий сведения из заключений, прилагаемых к заявке на государственную регистрацию наименования места происхождения товара и на предоставление исключительного права на такое наименование, а также к заявке на предоставление исключительного права на ранее зарегистрированное наименование места происхождения товара";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Росводресурсы""";"=""(00-SID0003223) - Электронный сервис для предоставления электронных копий документов требуемых Росприроднадзором в ходе межведомственного взаимодействия""";"=""1""";"=""00:01:22""";"=""00:01:22""";"=""00:01:22""";"=""00:00:00""";
"=""Росводресурсы""";"=""(00-SID0003224) - Электронный сервис для предоставления электронных копий документов требуемых Ростехнадзором в ходе межведомственного взаимодействия""";"=""1""";"=""00:01:23""";"=""00:01:23""";"=""00:01:23""";"=""00:00:00""";
"=""Росводресурсы""";"=""(00-SID0003598) - Сервис предоставления сведений из Российского регистра гидротехнических сооружений о регистрации гидротехнического сооружения""";"=""1""";"=""00:02:18""";"=""00:02:18""";"=""00:02:18""";"=""00:00:00""";
"=""Росводресурсы""";"=""(00-SID0003618) - Сервис предоставления сведений о водных объектах из Государственного водного реестра""";"=""1""";"=""00:02:18""";"=""00:02:18""";"=""00:02:18""";"=""00:00:00""";
"=""Росводресурсы""";"=""(00-SID0003657) - Сервис Федерального агентства водных ресурсов для приема заявления об утверждении нормативов допустимых сбросов веществ и микроорганизмов в водные объекты.""";"=""1""";"=""00:01:31""";"=""00:01:31""";"=""00:01:31""";"=""00:00:00""";
"=""Росводресурсы""";"(00-SID0003687) - Тестовый сервис приемки заявления с ЕПГУ по услуге «Осуществление приема граждан, обеспечение своевременного и в полном объеме рассмотрения устных и письменных обращений граждан, принятие по ним решений и направление заявителям ответов в установленный законодательством Российской Федерации срок»";"=""1""";"=""00:01:14""";"=""00:01:14""";"=""00:01:14""";"=""00:00:00""";
"=""Росводресурсы""";"=""(00-SID0003741) - Предоставление информации о гидротехнических сооружениях из Российского регистра гидротехнических сооружений и доступа к сведениям базы данных Российского регистра гидротехнических сооружений""";"=""1""";"=""00:02:15""";"=""00:02:15""";"=""00:02:15""";"=""00:00:00""";
